	gene_short_name
YKR098C	YKR098C
YKR100C	YKR100C
YLL001W	YLL001W
YLL006W	YLL006W
YLL008W	YLL008W
YLL009C	YLL009C
YLL010C	YLL010C
YLL011W	YLL011W
YLL013C	YLL013C
YLL014W	YLL014W
YLL015W	YLL015W
YLL018C	YLL018C
YLL018C-A	YLL018C-A
YLL019C	YLL019C
YLL020C	YLL020C
YLL021W	YLL021W
YLL023C	YLL023C
YLL024C	YLL024C
YLL026W	YLL026W
YLL027W	YLL027W
YLL028W	YLL028W
YLL029W	YLL029W
YLL031C	YLL031C
YLL032C	YLL032C
YLL033W	YLL033W
YLL034C	YLL034C
YLL036C	YLL036C
YLL039C	YLL039C
YLL040C	YLL040C
YLL041C	YLL041C
YLL043W	YLL043W
YLL045C	YLL045C
YLL048C	YLL048C
YLL050C	YLL050C
YLL051C	YLL051C
YLR001C	YLR001C
YLR002C	YLR002C
YLR003C	YLR003C
YLR005W	YLR005W
YLR006C	YLR006C
YLR007W	YLR007W
YLR008C	YLR008C
YLR009W	YLR009W
YLR016C	YLR016C
YLR017W	YLR017W
YLR018C	YLR018C
YLR019W	YLR019W
YLR020C	YLR020C
YLR021W	YLR021W
YLR022C	YLR022C
YLR023C	YLR023C
YLR024C	YLR024C
YLR025W	YLR025W
YLR026C	YLR026C
YLR027C	YLR027C
YLR028C	YLR028C
YLR029C	YLR029C
YLR033W	YLR033W
YLR034C	YLR034C
YLR035C-A	YLR035C-A
YLR038C	YLR038C
YLR039C	YLR039C
YLR042C	YLR042C
YLR043C	YLR043C
YLR044C	YLR044C
YLR045C	YLR045C
YLR048W	YLR048W
YLR050C	YLR050C
YLR051C	YLR051C
YLR052W	YLR052W
YLR056W	YLR056W
YLR057W	YLR057W
YLR058C	YLR058C
YLR059C	YLR059C
YLR060W	YLR060W
YLR061W	YLR061W
YLR064W	YLR064W
YLR065C	YLR065C
YLR066W	YLR066W
YLR069C	YLR069C
YLR071C	YLR071C
YLR072W	YLR072W
YLR073C	YLR073C
YLR074C	YLR074C
YLR075W	YLR075W
YLR076C	YLR076C
YLR078C	YLR078C
YLR079W	YLR079W
YLR083C	YLR083C
YLR085C	YLR085C
YLR086W	YLR086W
YLR087C	YLR087C
YLR088W	YLR088W
YLR089C	YLR089C
YLR090W	YLR090W
YLR093C	YLR093C
YLR094C	YLR094C
YLR095C	YLR095C
YLR096W	YLR096W
YLR097C	YLR097C
YLR099C	YLR099C
YLR099W-A	YLR099W-A
YLR100W	YLR100W
YLR104W	YLR104W
YLR105C	YLR105C
YLR106C	YLR106C
YLR107W	YLR107W
YLR108C	YLR108C
YLR109W	YLR109W
YLR110C	YLR110C
YLR112W	YLR112W
YLR113W	YLR113W
YLR114C	YLR114C
YLR115W	YLR115W
YLR116W	YLR116W
YLR117C	YLR117C
YLR118C	YLR118C
YLR119W	YLR119W
YLR120C	YLR120C
YLR121C	YLR121C
YLR129W	YLR129W
YLR130C	YLR130C
YLR131C	YLR131C
YLR133W	YLR133W
YLR136C	YLR136C
YLR137W	YLR137W
YLR138W	YLR138W
YLR139C	YLR139C
YLR144C	YLR144C
YLR146C	YLR146C
YLR146W-A	YLR146W-A
YLR147C	YLR147C
YLR148W	YLR148W
YLR149C	YLR149C
YLR150W	YLR150W
YLR153C	YLR153C
YLR154C	YLR154C
YLR154C-G	YLR154C-G
YLR154W-A	YLR154W-A
YLR154W-B	YLR154W-B
YLR154W-C	YLR154W-C
YLR154W-E	YLR154W-E
YLR154W-F	YLR154W-F
YLR157C-B	YLR157C-B
YLR163C	YLR163C
YLR166C	YLR166C
YLR167W	YLR167W
YLR168C	YLR168C
YLR169W	YLR169W
YLR170C	YLR170C
YLR172C	YLR172C
YLR175W	YLR175W
YLR177W	YLR177W
YLR178C	YLR178C
YLR179C	YLR179C
YLR180W	YLR180W
YLR181C	YLR181C
YLR182W	YLR182W
YLR185W	YLR185W
YLR186W	YLR186W
YLR187W	YLR187W
YLR188W	YLR188W
YLR189C	YLR189C
YLR190W	YLR190W
YLR192C	YLR192C
YLR194C	YLR194C
YLR195C	YLR195C
YLR196W	YLR196W
YLR197W	YLR197W
YLR198C	YLR198C
YLR199C	YLR199C
YLR200W	YLR200W
YLR201C	YLR201C
YLR203C	YLR203C
YLR204W	YLR204W
YLR205C	YLR205C
YLR206W	YLR206W
YLR207W	YLR207W
YLR208W	YLR208W
YLR209C	YLR209C
YLR211C	YLR211C
YLR214W	YLR214W
YLR216C	YLR216C
YLR218C	YLR218C
YLR219W	YLR219W
YLR220W	YLR220W
YLR221C	YLR221C
YLR223C	YLR223C
YLR224W	YLR224W
YLR225C	YLR225C
YLR226W	YLR226W
YLR227C	YLR227C
YLR227W-B	YLR227W-B
YLR229C	YLR229C
YLR230W	YLR230W
YLR231C	YLR231C
YLR241W	YLR241W
YLR244C	YLR244C
YLR245C	YLR245C
YLR247C	YLR247C
YLR248W	YLR248W
YLR249W	YLR249W
YLR250W	YLR250W
YLR251W	YLR251W
YLR252W	YLR252W
YLR254C	YLR254C
YLR256W	YLR256W
YLR256W-A	YLR256W-A
YLR257W	YLR257W
YLR258W	YLR258W
YLR259C	YLR259C
YLR260W	YLR260W
YLR261C	YLR261C
YLR262C	YLR262C
YLR262C-A	YLR262C-A
YLR264C-A	YLR264C-A
YLR264W	YLR264W
YLR266C	YLR266C
YLR268W	YLR268W
YLR270W	YLR270W
YLR274W	YLR274W
YLR275W	YLR275W
YLR276C	YLR276C
YLR277C	YLR277C
YLR285C-A	YLR285C-A
YLR285W	YLR285W
YLR286C	YLR286C
YLR287C	YLR287C
YLR287C-A	YLR287C-A
YLR290C	YLR290C
YLR291C	YLR291C
YLR292C	YLR292C
YLR293C	YLR293C
YLR294C	YLR294C
YLR295C	YLR295C
YLR298C	YLR298C
YLR300W	YLR300W
YLR301W	YLR301W
YLR304C	YLR304C
YLR305C	YLR305C
YLR309C	YLR309C
YLR310C	YLR310C
YLR312W-A	YLR312W-A
YLR314C	YLR314C
YLR316C	YLR316C
YLR320W	YLR320W
YLR321C	YLR321C
YLR324W	YLR324W
YLR325C	YLR325C
YLR327C	YLR327C
YLR328W	YLR328W
YLR330W	YLR330W
YLR332W	YLR332W
YLR333C	YLR333C
YLR335W	YLR335W
YLR337C	YLR337C
YLR340W	YLR340W
YLR342W	YLR342W
YLR342W-A	YLR342W-A
YLR344W	YLR344W
YLR345W	YLR345W
YLR347C	YLR347C
YLR348C	YLR348C
YLR350W	YLR350W
YLR351C	YLR351C
YLR353W	YLR353W
YLR354C	YLR354C
YLR355C	YLR355C
YLR356W	YLR356W
YLR357W	YLR357W
YLR359W	YLR359W
YLR360W	YLR360W
YLR361C	YLR361C
YLR361C-A	YLR361C-A
YLR363C	YLR363C
YLR363W-A	YLR363W-A
YLR367W	YLR367W
YLR368W	YLR368W
YLR369W	YLR369W
YLR370C	YLR370C
YLR371W	YLR371W
YLR372W	YLR372W
YLR373C	YLR373C
YLR375W	YLR375W
YLR378C	YLR378C
YLR379W	YLR379W
YLR380W	YLR380W
YLR384C	YLR384C
YLR386W	YLR386W
YLR387C	YLR387C
YLR388W	YLR388W
YLR389C	YLR389C
YLR390W	YLR390W
YLR390W-A	YLR390W-A
YLR395C	YLR395C
YLR396C	YLR396C
YLR398C	YLR398C
YLR399C	YLR399C
YLR401C	YLR401C
YLR403W	YLR403W
YLR405W	YLR405W
YLR406C	YLR406C
YLR407W	YLR407W
YLR408C	YLR408C
YLR409C	YLR409C
YLR410W	YLR410W
YLR410W-B	YLR410W-B
YLR412W	YLR412W
YLR413W	YLR413W
YLR414C	YLR414C
YLR417W	YLR417W
YLR419W	YLR419W
YLR420W	YLR420W
YLR421C	YLR421C
YLR422W	YLR422W
YLR426W	YLR426W
YLR427W	YLR427W
YLR429W	YLR429W
YLR430W	YLR430W
YLR432W	YLR432W
YLR433C	YLR433C
YLR435W	YLR435W
YLR436C	YLR436C
YLR437C	YLR437C
YLR438C-A	YLR438C-A
YLR438W	YLR438W
YLR439W	YLR439W
YLR440C	YLR440C
YLR441C	YLR441C
YLR447C	YLR447C
YLR448W	YLR448W
YLR449W	YLR449W
YLR450W	YLR450W
YLR451W	YLR451W
YLR452C	YLR452C
YLR454W	YLR454W
YLR455W	YLR455W
YLR459W	YLR459W
YML001W	YML001W
YML004C	YML004C
YML005W	YML005W
YML007W	YML007W
YML008C	YML008C
YML009C	YML009C
YML009C-A	YML009C-A
YML010W	YML010W
YML011C	YML011C
YML012W	YML012W
YML013W	YML013W
YML014W	YML014W
YML016C	YML016C
YML019W	YML019W
YML021C	YML021C
YML022W	YML022W
YML023C	YML023C
YML024W	YML024W
YML025C	YML025C
YML026C	YML026C
YML028W	YML028W
YML029W	YML029W
YML030W	YML030W
YML031W	YML031W
YML032C	YML032C
YML034W	YML034W
YML035C	YML035C
YML036W	YML036W
YML038C	YML038C
YML039W	YML039W
YML041C	YML041C
YML045W	YML045W
YML047W-A	YML047W-A
YML048W	YML048W
YML049C	YML049C
YML051W	YML051W
YML052W	YML052W
YML053C	YML053C
YML055W	YML055W
YML056C	YML056C
YML057W	YML057W
YML058W	YML058W
YML059C	YML059C
YML062C	YML062C
YML063W	YML063W
YML064C	YML064C
YML065W	YML065W
YML067C	YML067C
YML069W	YML069W
YML070W	YML070W
YML071C	YML071C
YML072C	YML072C
YML073C	YML073C
YML074C	YML074C
YML075C	YML075C
YML077W	YML077W
YML078W	YML078W
YML079W	YML079W
YML081C-A	YML081C-A
YML081W	YML081W
YML085C	YML085C
YML086C	YML086C
YML088W	YML088W
YML092C	YML092C
YML093W	YML093W
YML094W	YML094W
YML096W	YML096W
YML097C	YML097C
YML098W	YML098W
YML099C	YML099C
YML100W	YML100W
YML101C	YML101C
YML103C	YML103C
YML105C	YML105C
YML106W	YML106W
YML107C	YML107C
YML108W	YML108W
YML110C	YML110C
YML111W	YML111W
YML112W	YML112W
YML114C	YML114C
YML115C	YML115C
YML116W-A	YML116W-A
YML117W	YML117W
YML120C	YML120C
YML121W	YML121W
YML123C	YML123C
YML124C	YML124C
YML125C	YML125C
YML126C	YML126C
YML127W	YML127W
YML128C	YML128C
YML129C	YML129C
YML130C	YML130C
YML131W	YML131W
YML132W	YML132W
YMR001C	YMR001C
YMR002W	YMR002W
YMR004W	YMR004W
YMR005W	YMR005W
YMR008C	YMR008C
YMR009W	YMR009W
YMR010W	YMR010W
YMR012W	YMR012W
YMR014W	YMR014W
YMR016C	YMR016C
YMR019W	YMR019W
YMR022W	YMR022W
YMR024W	YMR024W
YMR026C	YMR026C
YMR027W	YMR027W
YMR028W	YMR028W
YMR029C	YMR029C
YMR031C	YMR031C
YMR032W	YMR032W
YMR033W	YMR033W
YMR034C	YMR034C
YMR035W	YMR035W
YMR037C	YMR037C
YMR038C	YMR038C
YMR039C	YMR039C
YMR043W	YMR043W
YMR044W	YMR044W
YMR045C	YMR045C
YMR047C	YMR047C
YMR049C	YMR049C
YMR050C	YMR050C
YMR054W	YMR054W
YMR058W	YMR058W
YMR059W	YMR059W
YMR060C	YMR060C
YMR061W	YMR061W
YMR062C	YMR062C
YMR064W	YMR064W
YMR067C	YMR067C
YMR070W	YMR070W
YMR071C	YMR071C
YMR072W	YMR072W
YMR073C	YMR073C
YMR074C	YMR074C
YMR078C	YMR078C
YMR079W	YMR079W
YMR080C	YMR080C
YMR083W	YMR083W
YMR086W	YMR086W
YMR088C	YMR088C
YMR089C	YMR089C
YMR090W	YMR090W
YMR091C	YMR091C
YMR092C	YMR092C
YMR093W	YMR093W
YMR099C	YMR099C
YMR100W	YMR100W
YMR102C	YMR102C
YMR104C	YMR104C
YMR105C	YMR105C
YMR108W	YMR108W
YMR109W	YMR109W
YMR110C	YMR110C
YMR112C	YMR112C
YMR115W	YMR115W
YMR116C	YMR116C
YMR120C	YMR120C
YMR121C	YMR121C
YMR122W-A	YMR122W-A
YMR123W	YMR123W
YMR124W	YMR124W
YMR125W	YMR125W
YMR128W	YMR128W
YMR129W	YMR129W
YMR130W	YMR130W
YMR131C	YMR131C
YMR134W	YMR134W
YMR135C	YMR135C
YMR139W	YMR139W
YMR140W	YMR140W
YMR141C	YMR141C
YMR142C	YMR142C
YMR143W	YMR143W
YMR145C	YMR145C
YMR146C	YMR146C
YMR148W	YMR148W
YMR149W	YMR149W
YMR152W	YMR152W
YMR157C	YMR157C
YMR158W	YMR158W
YMR160W	YMR160W
YMR161W	YMR161W
YMR164C	YMR164C
YMR165C	YMR165C
YMR169C	YMR169C
YMR170C	YMR170C
YMR171C	YMR171C
YMR173W	YMR173W
YMR173W-A	YMR173W-A
YMR174C	YMR174C
YMR176W	YMR176W
YMR178W	YMR178W
YMR180C	YMR180C
YMR181C	YMR181C
YMR183C	YMR183C
YMR184W	YMR184W
YMR186W	YMR186W
YMR188C	YMR188C
YMR189W	YMR189W
YMR190C	YMR190C
YMR191W	YMR191W
YMR192W	YMR192W
YMR193W	YMR193W
YMR194C-B	YMR194C-B
YMR194W	YMR194W
YMR195W	YMR195W
YMR196W	YMR196W
YMR197C	YMR197C
YMR199W	YMR199W
YMR200W	YMR200W
YMR201C	YMR201C
YMR202W	YMR202W
YMR203W	YMR203W
YMR205C	YMR205C
YMR207C	YMR207C
YMR208W	YMR208W
YMR209C	YMR209C
YMR210W	YMR210W
YMR212C	YMR212C
YMR214W	YMR214W
YMR215W	YMR215W
YMR216C	YMR216C
YMR217W	YMR217W
YMR219W	YMR219W
YMR220W	YMR220W
YMR221C	YMR221C
YMR222C	YMR222C
YMR225C	YMR225C
YMR226C	YMR226C
YMR229C	YMR229C
YMR230W	YMR230W
YMR234W	YMR234W
YMR235C	YMR235C
YMR236W	YMR236W
YMR237W	YMR237W
YMR238W	YMR238W
YMR240C	YMR240C
YMR241W	YMR241W
YMR242C	YMR242C
YMR243C	YMR243C
YMR246W	YMR246W
YMR247C	YMR247C
YMR250W	YMR250W
YMR251W-A	YMR251W-A
YMR252C	YMR252C
YMR253C	YMR253C
YMR255W	YMR255W
YMR256C	YMR256C
YMR258C	YMR258C
YMR260C	YMR260C
YMR261C	YMR261C
YMR262W	YMR262W
YMR263W	YMR263W
YMR264W	YMR264W
YMR266W	YMR266W
YMR267W	YMR267W
YMR270C	YMR270C
YMR272C	YMR272C
YMR273C	YMR273C
YMR275C	YMR275C
YMR276W	YMR276W
YMR277W	YMR277W
YMR278W	YMR278W
YMR281W	YMR281W
YMR282C	YMR282C
YMR284W	YMR284W
YMR285C	YMR285C
YMR286W	YMR286W
YMR289W	YMR289W
YMR290C	YMR290C
YMR291W	YMR291W
YMR292W	YMR292W
YMR294W-A	YMR294W-A
YMR295C	YMR295C
YMR296C	YMR296C
YMR297W	YMR297W
YMR298W	YMR298W
YMR300C	YMR300C
YMR302C	YMR302C
YMR304C-A	YMR304C-A
YMR304W	YMR304W
YMR305C	YMR305C
YMR307W	YMR307W
YMR308C	YMR308C
YMR309C	YMR309C
YMR310C	YMR310C
YMR311C	YMR311C
YMR313C	YMR313C
YMR314W	YMR314W
YMR315W	YMR315W
YMR316W	YMR316W
YMR318C	YMR318C
YMR319C	YMR319C
YNL001W	YNL001W
YNL002C	YNL002C
YNL003C	YNL003C
YNL004W	YNL004W
YNL005C	YNL005C
YNL006W	YNL006W
YNL007C	YNL007C
YNL008C	YNL008C
YNL010W	YNL010W
YNL011C	YNL011C
YNL015W	YNL015W
YNL016W	YNL016W
YNL021W	YNL021W
YNL023C	YNL023C
YNL024C-A	YNL024C-A
YNL026W	YNL026W
YNL027W	YNL027W
YNL029C	YNL029C
YNL030W	YNL030W
YNL031C	YNL031C
YNL032W	YNL032W
YNL035C	YNL035C
YNL036W	YNL036W
YNL037C	YNL037C
YNL038W	YNL038W
YNL039W	YNL039W
YNL041C	YNL041C
YNL043C	YNL043C
YNL044W	YNL044W
YNL045W	YNL045W
YNL046W	YNL046W
YNL047C	YNL047C
YNL048W	YNL048W
YNL049C	YNL049C
YNL051W	YNL051W
YNL052W	YNL052W
YNL054W	YNL054W
YNL054W-B	YNL054W-B
YNL055C	YNL055C
YNL056W	YNL056W
YNL058C	YNL058C
YNL059C	YNL059C
YNL061W	YNL061W
YNL062C	YNL062C
YNL064C	YNL064C
YNL066W	YNL066W
YNL067W	YNL067W
YNL068C	YNL068C
YNL069C	YNL069C
YNL070W	YNL070W
YNL071W	YNL071W
YNL072W	YNL072W
YNL073W	YNL073W
YNL074C	YNL074C
YNL075W	YNL075W
YNL076W	YNL076W
YNL078W	YNL078W
YNL079C	YNL079C
YNL080C	YNL080C
YNL081C	YNL081C
YNL082W	YNL082W
YNL084C	YNL084C
YNL085W	YNL085W
YNL087W	YNL087W
YNL088W	YNL088W
YNL090W	YNL090W
YNL091W	YNL091W
YNL094W	YNL094W
YNL096C	YNL096C
YNL097C	YNL097C
YNL098C	YNL098C
YNL099C	YNL099C
YNL100W	YNL100W
YNL103W	YNL103W
YNL104C	YNL104C
YNL106C	YNL106C
YNL107W	YNL107W
YNL108C	YNL108C
YNL110C	YNL110C
YNL111C	YNL111C
YNL112W	YNL112W
YNL113W	YNL113W
YNL115C	YNL115C
YNL116W	YNL116W
YNL118C	YNL118C
YNL119W	YNL119W
YNL121C	YNL121C
YNL122C	YNL122C
YNL123W	YNL123W
YNL124W	YNL124W
YNL130C	YNL130C
YNL131W	YNL131W
YNL132W	YNL132W
YNL134C	YNL134C
YNL135C	YNL135C
YNL136W	YNL136W
YNL137C	YNL137C
YNL138W	YNL138W
YNL139C	YNL139C
YNL141W	YNL141W
YNL143C	YNL143C
YNL145W	YNL145W
YNL147W	YNL147W
YNL149C	YNL149C
YNL150W	YNL150W
YNL151C	YNL151C
YNL152W	YNL152W
YNL153C	YNL153C
YNL154C	YNL154C
YNL155W	YNL155W
YNL156C	YNL156C
YNL157W	YNL157W
YNL158W	YNL158W
YNL159C	YNL159C
YNL160W	YNL160W
YNL161W	YNL161W
YNL162W	YNL162W
YNL166C	YNL166C
YNL167C	YNL167C
YNL168C	YNL168C
YNL169C	YNL169C
YNL173C	YNL173C
YNL177C	YNL177C
YNL178W	YNL178W
YNL179C	YNL179C
YNL180C	YNL180C
YNL181W	YNL181W
YNL183C	YNL183C
YNL185C	YNL185C
YNL186W	YNL186W
YNL188W	YNL188W
YNL189W	YNL189W
YNL190W	YNL190W
YNL191W	YNL191W
YNL192W	YNL192W
YNL193W	YNL193W
YNL194C	YNL194C
YNL195C	YNL195C
YNL197C	YNL197C
YNL199C	YNL199C
YNL200C	YNL200C
YNL201C	YNL201C
YNL206C	YNL206C
YNL208W	YNL208W
YNL209W	YNL209W
YNL212W	YNL212W
YNL213C	YNL213C
YNL214W	YNL214W
YNL215W	YNL215W
YNL216W	YNL216W
YNL217W	YNL217W
YNL219C	YNL219C
YNL220W	YNL220W
YNL221C	YNL221C
YNL224C	YNL224C
YNL229C	YNL229C
YNL231C	YNL231C
YNL232W	YNL232W
YNL233W	YNL233W
YNL238W	YNL238W
YNL239W	YNL239W
YNL241C	YNL241C
YNL243W	YNL243W
YNL244C	YNL244C
YNL245C	YNL245C
YNL246W	YNL246W
YNL247W	YNL247W
YNL248C	YNL248C
YNL250W	YNL250W
YNL251C	YNL251C
YNL252C	YNL252C
YNL253W	YNL253W
YNL255C	YNL255C
YNL256W	YNL256W
YNL257C	YNL257C
YNL258C	YNL258C
YNL259C	YNL259C
YNL260C	YNL260C
YNL261W	YNL261W
YNL262W	YNL262W
YNL263C	YNL263C
YNL264C	YNL264C
YNL265C	YNL265C
YNL267W	YNL267W
YNL268W	YNL268W
YNL271C	YNL271C
YNL272C	YNL272C
YNL274C	YNL274C
YNL280C	YNL280C
YNL281W	YNL281W
YNL283C	YNL283C
YNL284C	YNL284C
YNL284C-B	YNL284C-B
YNL287W	YNL287W
YNL288W	YNL288W
YNL290W	YNL290W
YNL291C	YNL291C
YNL292W	YNL292W
YNL293W	YNL293W
YNL294C	YNL294C
YNL297C	YNL297C
YNL298W	YNL298W
YNL301C	YNL301C
YNL302C	YNL302C
YNL303W	YNL303W
YNL305C	YNL305C
YNL306W	YNL306W
YNL307C	YNL307C
YNL308C	YNL308C
YNL310C	YNL310C
YNL312W	YNL312W
YNL313C	YNL313C
YNL315C	YNL315C
YNL316C	YNL316C
YNL317W	YNL317W
YNL320W	YNL320W
YNL321W	YNL321W
YNL322C	YNL322C
YNL323W	YNL323W
YNL327W	YNL327W
YNL330C	YNL330C
YNL336W	YNL336W
YNR001C	YNR001C
YNR006W	YNR006W
YNR008W	YNR008W
YNR011C	YNR011C
YNR013C	YNR013C
YNR014W	YNR014W
YNR015W	YNR015W
YNR016C	YNR016C
YNR017W	YNR017W
YNR018W	YNR018W
YNR020C	YNR020C
YNR021W	YNR021W
YNR022C	YNR022C
YNR025C	YNR025C
YNR026C	YNR026C
YNR028W	YNR028W
YNR030W	YNR030W
YNR031C	YNR031C
YNR032C-A	YNR032C-A
YNR032W	YNR032W
YNR033W	YNR033W
YNR034W	YNR034W
YNR035C	YNR035C
YNR036C	YNR036C
YNR037C	YNR037C
YNR038W	YNR038W
YNR039C	YNR039C
YNR040W	YNR040W
YNR041C	YNR041C
YNR043W	YNR043W
YNR046W	YNR046W
YNR047W	YNR047W
YNR049C	YNR049C
YNR050C	YNR050C
YNR051C	YNR051C
YNR052C	YNR052C
YNR053C	YNR053C
YNR054C	YNR054C
YNR055C	YNR055C
YNR061C	YNR061C
YNR067C	YNR067C
YNR074C	YNR074C
YOL001W	YOL001W
YOL004W	YOL004W
YOL005C	YOL005C
YOL006C	YOL006C
YOL008W	YOL008W
YOL011W	YOL011W
YOL012C	YOL012C
YOL013C	YOL013C
YOL016C	YOL016C
YOL019W	YOL019W
YOL020W	YOL020W
YOL021C	YOL021C
YOL022C	YOL022C
YOL026C	YOL026C
YOL027C	YOL027C
YOL029C	YOL029C
YOL030W	YOL030W
YOL032W	YOL032W
YOL036W	YOL036W
YOL037C	YOL037C
YOL038W	YOL038W
YOL039W	YOL039W
YOL040C	YOL040C
YOL041C	YOL041C
YOL048C	YOL048C
YOL049W	YOL049W
YOL051W	YOL051W
YOL052C	YOL052C
YOL052C-A	YOL052C-A
YOL057W	YOL057W
YOL059W	YOL059W
YOL060C	YOL060C
YOL061W	YOL061W
YOL062C	YOL062C
YOL063C	YOL063C
YOL064C	YOL064C
YOL065C	YOL065C
YOL067C	YOL067C
YOL068C	YOL068C
YOL070C	YOL070C
YOL071W	YOL071W
YOL072W	YOL072W
YOL073C	YOL073C
YOL076W	YOL076W
YOL077C	YOL077C
YOL077W-A	YOL077W-A
YOL081W	YOL081W
YOL082W	YOL082W
YOL084W	YOL084W
YOL085W-A	YOL085W-A
YOL086C	YOL086C
YOL086W-A	YOL086W-A
YOL087C	YOL087C
YOL088C	YOL088C
YOL089C	YOL089C
YOL090W	YOL090W
YOL092W	YOL092W
YOL094C	YOL094C
YOL096C	YOL096C
YOL097C	YOL097C
YOL098C	YOL098C
YOL100W	YOL100W
YOL102C	YOL102C
YOL103W	YOL103W
YOL103W-B	YOL103W-B
YOL109W	YOL109W
YOL111C	YOL111C
YOL113W	YOL113W
YOL119C	YOL119C
YOL120C	YOL120C
YOL121C	YOL121C
YOL122C	YOL122C
YOL123W	YOL123W
YOL126C	YOL126C
YOL127W	YOL127W
YOL129W	YOL129W
YOL133W	YOL133W
YOL138C	YOL138C
YOL139C	YOL139C
YOL142W	YOL142W
YOL143C	YOL143C
YOL144W	YOL144W
YOL145C	YOL145C
YOL146W	YOL146W
YOL151W	YOL151W
YOL158C	YOL158C
YOR001W	YOR001W
YOR002W	YOR002W
YOR003W	YOR003W
YOR005C	YOR005C
YOR007C	YOR007C
YOR008C	YOR008C
YOR014W	YOR014W
YOR015W	YOR015W
YOR016C	YOR016C
YOR018W	YOR018W
YOR019W	YOR019W
YOR020C	YOR020C
YOR020W-A	YOR020W-A
YOR021C	YOR021C
YOR023C	YOR023C
YOR025W	YOR025W
YOR026W	YOR026W
YOR027W	YOR027W
YOR028C	YOR028C
YOR035C	YOR035C
YOR036W	YOR036W
YOR038C	YOR038C
YOR039W	YOR039W
YOR042W	YOR042W
YOR043W	YOR043W
YOR045W	YOR045W
YOR046C	YOR046C
YOR047C	YOR047C
YOR048C	YOR048C
YOR051C	YOR051C
YOR052C	YOR052C
YOR054C	YOR054C
YOR056C	YOR056C
YOR057W	YOR057W
YOR058C	YOR058C
YOR061W	YOR061W
YOR062C	YOR062C
YOR063W	YOR063W
YOR064C	YOR064C
YOR065W	YOR065W
YOR067C	YOR067C
YOR069W	YOR069W
YOR070C	YOR070C
YOR073W	YOR073W
YOR075W	YOR075W
YOR076C	YOR076C
YOR078W	YOR078W
YOR079C	YOR079C
YOR080W	YOR080W
YOR081C	YOR081C
YOR082C	YOR082C
YOR085W	YOR085W
YOR086C	YOR086C
YOR087W	YOR087W
YOR089C	YOR089C
YOR090C	YOR090C
YOR091W	YOR091W
YOR092W	YOR092W
YOR093C	YOR093C
YOR094W	YOR094W
YOR095C	YOR095C
YOR096W	YOR096W
YOR098C	YOR098C
YOR099W	YOR099W
YOR101W	YOR101W
YOR108W	YOR108W
YOR109W	YOR109W
YOR110W	YOR110W
YOR112W	YOR112W
YOR113W	YOR113W
YOR115C	YOR115C
YOR116C	YOR116C
YOR117W	YOR117W
YOR118W	YOR118W
YOR120W	YOR120W
YOR121C	YOR121C
YOR122C	YOR122C
YOR123C	YOR123C
YOR124C	YOR124C
YOR125C	YOR125C
YOR126C	YOR126C
YOR127W	YOR127W
YOR128C	YOR128C
YOR130C	YOR130C
YOR131C	YOR131C
YOR132W	YOR132W
YOR133W	YOR133W
YOR136W	YOR136W
YOR138C	YOR138C
YOR140W	YOR140W
YOR141C	YOR141C
YOR142W	YOR142W
YOR142W-B	YOR142W-B
YOR145C	YOR145C
YOR150W	YOR150W
YOR151C	YOR151C
YOR152C	YOR152C
YOR153W	YOR153W
YOR155C	YOR155C
YOR157C	YOR157C
YOR158W	YOR158W
YOR159C	YOR159C
YOR160W	YOR160W
YOR161C	YOR161C
YOR163W	YOR163W
YOR164C	YOR164C
YOR165W	YOR165W
YOR167C	YOR167C
YOR168W	YOR168W
YOR170W	YOR170W
YOR171C	YOR171C
YOR172W	YOR172W
YOR173W	YOR173W
YOR174W	YOR174W
YOR175C	YOR175C
YOR176W	YOR176W
YOR179C	YOR179C
YOR181W	YOR181W
YOR182C	YOR182C
YOR184W	YOR184W
YOR185C	YOR185C
YOR187W	YOR187W
YOR189W	YOR189W
YOR191W	YOR191W
YOR192C-B	YOR192C-B
YOR192C-C	YOR192C-C
YOR193W	YOR193W
YOR194C	YOR194C
YOR195W	YOR195W
YOR197W	YOR197W
YOR198C	YOR198C
YOR199W	YOR199W
YOR201C	YOR201C
YOR202W	YOR202W
YOR204W	YOR204W
YOR206W	YOR206W
YOR207C	YOR207C
YOR208W	YOR208W
YOR209C	YOR209C
YOR210W	YOR210W
YOR211C	YOR211C
YOR212W	YOR212W
YOR213C	YOR213C
YOR215C	YOR215C
YOR216C	YOR216C
YOR217W	YOR217W
YOR219C	YOR219C
YOR220W	YOR220W
YOR221C	YOR221C
YOR222W	YOR222W
YOR224C	YOR224C
YOR225W	YOR225W
YOR226C	YOR226C
YOR227W	YOR227W
YOR229W	YOR229W
YOR230W	YOR230W
YOR232W	YOR232W
YOR233W	YOR233W
YOR234C	YOR234C
YOR236W	YOR236W
YOR238W	YOR238W
YOR239W	YOR239W
YOR241W	YOR241W
YOR243C	YOR243C
YOR244W	YOR244W
YOR245C	YOR245C
YOR246C	YOR246C
YOR247W	YOR247W
YOR248W	YOR248W
YOR249C	YOR249C
YOR251C	YOR251C
YOR252W	YOR252W
YOR253W	YOR253W
YOR254C	YOR254C
YOR256C	YOR256C
YOR257W	YOR257W
YOR258W	YOR258W
YOR259C	YOR259C
YOR260W	YOR260W
